,weight,hometown,height,full_name,youth_team,shoots,country,scout_text,ep_id,date_of_birth,position,games_played_17,games_played_18,games_played_19,games_played_20,games_played_21,games_played_22,games_played_23,games_played_24,games_played_25,games_played_26,goals_17,goals_18,goals_19,goals_20,goals_21,goals_22,goals_23,goals_24,goals_25,goals_26,assists_17,assists_18,assists_19,assists_20,assists_21,assists_22,assists_23,assists_24,assists_25,assists_26,penalty_min_17,penalty_min_18,penalty_min_19,penalty_min_20,penalty_min_21,penalty_min_22,penalty_min_23,penalty_min_24,penalty_min_25,penalty_min_26,plus_minus_17,plus_minus_18,plus_minus_19,plus_minus_20,plus_minus_21,plus_minus_22,plus_minus_23,plus_minus_24,plus_minus_25,plus_minus_26,games_played_14,games_played_15,games_played_16,games_played_28,goals_14,goals_15,goals_16,goals_28,assists_14,assists_15,assists_16,assists_28,penalty_min_14,penalty_min_15,penalty_min_16,penalty_min_28,plus_minus_14,plus_minus_15,plus_minus_16,plus_minus_28,games_played_13,goals_13,assists_13,penalty_min_13,plus_minus_13,games_played_27,goals_27,assists_27,penalty_min_27,plus_minus_27,games_played_29,goals_29,assists_29,penalty_min_29,plus_minus_29,games_played_30,games_played_31,games_played_32,goals_30,goals_31,goals_32,assists_30,assists_31,assists_32,penalty_min_30,penalty_min_31,penalty_min_32,plus_minus_30,plus_minus_31,plus_minus_32,games_played_33,games_played_34,goals_33,goals_34,assists_33,assists_34,penalty_min_33,penalty_min_34,plus_minus_33,plus_minus_34,games_played_35,goals_35,assists_35,penalty_min_35,plus_minus_35,games_played_12,goals_12,assists_12,penalty_min_12,plus_minus_12,team_17,team_18,team_19,team_20,team_21,team_22,team_23,team_24,team_25,team_26,league_17,league_18,league_19,league_20,league_21,league_22,league_23,league_24,league_25,league_26,team_14,team_15,team_16,team_28,league_14,league_15,league_16,league_28,team_13,league_13,team_27,league_27,team_29,league_29,team_30,team_31,team_32,league_30,league_31,league_32,team_33,team_34,league_33,league_34,team_35,league_35,team_12,league_12
30,86,Edmonton,185,David Schlemko,-,L,Canada,,11665,"May 07, 1987",D,35.0,65.0,69.0,64.0,59.0,71.0,72.0,46.0,46.0,44.0,12.0,5.0,9.0,8.0,10.0,7.0,6.0,4.0,1.0,4.0,30.0,24.0,35.0,50.0,29.0,23.0,30.0,10.0,10.0,12.0,34.0,23.0,44.0,78.0,28.0,20.0,38.0,26.0,10.0,16.0,0.0,15.0,17.0,12.0,6.0,-8.0,-2.0,2.0,7.0,8.0,,36.0,35.0,46.0,,6.0,8.0,2.0,,13.0,19.0,6.0,,24.0,18.0,12.0,,0.0,0.0,1.0,,,,,,48.0,1.0,8.0,18.0,2.0,67.0,6.0,13.0,16.0,-22.0,62.0,40.0,44.0,2.0,1.0,1.0,16.0,5.0,9.0,14.0,6.0,10.0,4.0,4.0,-3.0,,,,,,,,,,,,,,,,,,,,,Knights of Columbus Pats Mgt AAA,Medicine Hat Tigers,Medicine Hat Tigers,Medicine Hat Tigers,Arizona Sundogs,San Antonio Rampage,San Antonio Rampage,Phoenix Coyotes,Phoenix Coyotes,Phoenix Coyotes,AMHL,WHL,WHL,WHL,CHL,AHL,AHL,NHL,NHL,NHL,,Knights of Columbus Squires Btm,Knights of Columbus Pats Mgt AAA,Arizona Coyotes,,AMBHL,AMHL,NHL,,,Phoenix Coyotes,NHL,New Jersey Devils,NHL,San Jose Sharks,Montréal Canadiens,Montréal Canadiens,NHL,NHL,NHL,,,,,,,,
31,75,Shawinigan,183,Benjamin Thibeault,-,R,Canada,,384447,"Mar 20, 2000",D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,85,Bratislava,182,Maxim Cajkovic,Sviste Bratislava,R,Slovakia,Brother: Alex Cajkovic,291308,"Jan 03, 2001",RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,79,Saskatoon,175,Jesse Shynkaruk,-,L,Canada,,120808,"May 07, 1996",C/LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,83,Port,187,Lucas Johansen,-,L,Canada,Brother: Ryan Johansen,199937,"Nov 16, 1997",D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,87,Lethbridge,183,Judd Blackwater,-,L,Canada,,13932,"Jun 22, 1987",C,53.0,53.0,45.0,55.0,71.0,74.0,63.0,49.0,63.0,69.0,9.0,13.0,7.0,12.0,31.0,11.0,26.0,20.0,21.0,19.0,16.0,18.0,6.0,29.0,29.0,16.0,29.0,29.0,35.0,31.0,65.0,95.0,70.0,87.0,96.0,57.0,66.0,38.0,64.0,79.0,0.0,0.0,-5.0,3.0,20.0,-2.0,0.0,7.0,4.0,10.0,,36.0,8.0,59.0,,17.0,2.0,35.0,,32.0,1.0,28.0,,78.0,8.0,40.0,,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crowsnest Pass Timberwolves,Brooks Bandits,Spokane Chiefs,Spokane Chiefs,Spokane Chiefs,Fresno Falcons,Stockton Thunder,Allen Americans,Las Vegas Wranglers,Las Vegas Wranglers,AJHL,AJHL,WHL,WHL,WHL,ECHL,ECHL,CHL,ECHL,ECHL,,Lethbridge Golden Hawks Btm AAA,Lethbridge Y Men Midget AAA,Ontario Reign,,AMBHL,AMHL,ECHL,,,,,,,,,,,,,,,,,,,,
36,68,Kelowna,178,Jalen Luypen,-,L,Canada,,476673,"Jun 28, 2002",LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,84,Maple,180,Cody Morgan,-,L,Canada,,438096,"Feb 01, 2001",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,92,Shanty,188,Matt Kennedy,-,R,Canada,,30030,"Mar 04, 1989",RW,60.0,63.0,45.0,71.0,43.0,65.0,42.0,21.0,,23.0,12.0,10.0,17.0,34.0,18.0,4.0,1.0,0.0,,9.0,16.0,12.0,4.0,40.0,16.0,10.0,5.0,1.0,,13.0,102.0,78.0,99.0,97.0,44.0,73.0,60.0,28.0,,28.0,-2.0,10.0,-11.0,0.0,0.0,-6.0,5.0,-3.0,,0.0,,0.0,45.0,5.0,,0.0,15.0,4.0,,0.0,24.0,7.0,,0.0,84.0,4.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seguin Bruins,Guelph Storm,Guelph Storm,"Guelph Storm 
“C”",Barrie Colts,Syracuse Crunch,Syracuse Crunch,Fort Wayne Komets,,Univ. of Waterloo,OPJHL,OHL,OHL,OHL,OHL,AHL,AHL,ECHL,,USports,,Barrie Colts Bantam AAA,Barrie Icemen Minor Midget AAA,Clinton Radars,,ETABHL,ETAMMHL,WOAA,,,,,,,,,,,,,,,,,,,,
39,74,Kitchener,185,Luke Bignell,-,L,Canada,,361013,"Nov 03, 2000",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,91,Wetaskiwin,185,Cole MacDonald,-,L,Canada,,64573,"Oct 17, 1995",D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,75,Saint,170,Anthony Beauregard,Saint-Hyacinthe Mousketaires,R,Canada,,151144,"Nov 15, 1995",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,78,Cole,180,Brett Crossley,-,L,Canada,"Father: Brad Crossley

Brother: Brady Crossley

Sister: Alexis Crossley",195781,"Jan 03, 1998",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,78,Mascouche,183,Simon Monette,-,L,Canada,Brother: Louis-Philippe Monette,43616,"Aug 12, 1999",D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,77,rich,180,Pius Suter,EHC Wallisellen,L,Switzerland,"Offensive center that plays a sound all-around game. Never gives up on the play and possesses a versatile set of individual skills. Has a goal scorer's mindset, but is dependable at both ends of the ice; can contribute in a number of different ways. Though he isn't the biggest player, that is nullified due to his willingness to battle against bigger players. (Curtis Joe, EP 2014)


Brother: Kaj Suter",135775,"May 24, 1996",C/LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,86,Quesnel,193,Liam Darragh,-,L,Canada,,32761,"Jan 02, 1990",LW,65.0,60.0,66.0,57.0,49.0,28.0,27.0,32.0,21.0,17.0,15.0,2.0,3.0,11.0,3.0,10.0,7.0,11.0,4.0,0.0,14.0,6.0,6.0,14.0,8.0,15.0,15.0,19.0,3.0,5.0,118.0,87.0,81.0,114.0,74.0,63.0,56.0,76.0,34.0,22.0,0.0,-10.0,-6.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,,1.0,,,,0.0,,,,4.0,,,,0.0,,,,,,17.0,2.0,5.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princeton Posse,Chilliwack Bruins,Chilliwack Bruins,Spruce Grove Saints,Alberni Valley Bulldogs,Northern AB Inst. of Tech.,Northern AB Inst. of Tech.,Northern AB Inst. of Tech.,Fort Saskatchewan Chiefs,Fort Saskatchewan Chiefs,KIJHL,WHL,WHL,AJHL,BCHL,ACAC,ACAC,ACAC,Chinook HL,Chinook HL,,,,Quesnel Kangaroos,,,,CIHL,,,Fort Saskatchewan Chiefs,Chinook HL,,,,,,,,,,,,,,,,
46,92,Esbjerg,186,Christian Wejse,Esbjerg IK,R,Denmark,,210744,"Dec 04, 1998",C/LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,25,ping,204,Patrik Magnusson,HV71,L,Sweden,"An all-around, huge defenseman, with good strength and reach.
Plays aggressivly and likes to check. A good team player and will
join the rush at times. Hard shooting and valuable in short-handed situations.",4511,"Mar 12, 1988",D,,,,70.0,,,,,,,,,,8.0,,,,,,,,,,11.0,,,,,,,,,,102.0,,,,,,,,,,-20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prince George Cougars,,,,,,,,,,WHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,78,Eustache,180,Alexis Dufour,-,L,Canada,,100792,"Oct 09, 1992",C,40.0,47.0,,32.0,,,,,,,11.0,7.0,,8.0,,,,,,,11.0,7.0,,17.0,,,,,,,8.0,15.0,,31.0,,,,,,,0.0,-6.0,,-4.0,,,,,,,,,39.0,,,,4.0,,,,12.0,,,,8.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint-Eustache Vikings,Laval Arctic,,Saint-Léonard Arctic,,,,,,,QMAAA,QJAAAHL,,QJAAAHL,,,,,,,,,Châteauguay Patriotes,,,,QMAAA,,,,,,,,,,,,,,,,,,,,,
49,95,Prince,191,Adam Cracknell,-,R,Canada,"A hard worker, Cracknell can play any forward position and be a solid defensive presence. He has a decent shot and goes to the net, but is somewhat lacking in natural offensive ability. Could stand to play a more physical style to improve as an energy player.- Erik K. Piri, EP (2015)",14459,"Jul 15, 1985",W/C,47.0,67.0,72.0,72.0,78.0,31.0,65.0,79.0,76.0,85.0,21.0,7.0,26.0,19.0,43.0,8.0,30.0,10.0,17.0,9.0,30.0,4.0,35.0,29.0,53.0,14.0,30.0,16.0,21.0,23.0,83.0,37.0,63.0,65.0,87.0,35.0,47.0,36.0,40.0,62.0,0.0,-7.0,-2.0,6.0,14.0,-4.0,6.0,-12.0,2.0,1.0,,,,69.0,,,,19.0,,,,20.0,,,,30.0,,,,4.0,,,,,,74.0,24.0,26.0,54.0,10.0,47.0,12.0,15.0,8.0,4.0,57.0,52.0,69.0,10.0,5.0,10.0,11.0,5.0,6.0,12.0,20.0,12.0,-4.0,-0.0,9.0,74.0,48.0,29.0,18.0,22.0,20.0,48.0,28.0,-8.0,3.0,,,,,,,,,,,Saanich Braves,Kootenay Ice,Kootenay Ice,Kootenay Ice,Kootenay Ice,Las Vegas Wranglers,Las Vegas Wranglers,Quad City Flames,Peoria Rivermen,Peoria Rivermen,VIJHL,WHL,WHL,WHL,WHL,ECHL,ECHL,AHL,AHL,AHL,,,,"Peoria Rivermen 
“A”",,,,AHL,,,"Peoria Rivermen 
“C”",AHL,Chicago Wolves,AHL,Chicago Wolves,Vancouver Canucks,Dallas Stars,AHL,NHL,NHL,Laval Rocket,San Diego Gulls,AHL,AHL,,,,
50,79,Chatham,179,Sean Myers,-,L,Canada,"Listed as Shawn Myers, on GOJHL stats",45564,"Feb 12, 1992",C,37.0,42.0,49.0,49.0,44.0,,,,,,4.0,17.0,28.0,23.0,22.0,,,,,,10.0,23.0,37.0,38.0,25.0,,,,,,10.0,14.0,18.0,28.0,18.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,5.0,,,,1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chatham Jr. Maroons,Chatham Jr. Maroons,"Chatham Jr. Maroons 
“A”",Chatham Jr. Maroons,"Chatham Maroons 
“C”",,,,,,GOJHL,GOJHL,GOJHL,GOJHL,GOJHL,,,,,,,,Chatham Jr. Maroons,,,,WOHL,,,,,,,,,,,,,,,,,,,,,
51,86,Echo,183,Brett Findlay,Soo Major Hockey Assotation,L,Canada,,61006,"Oct 13, 1992",C/LW,50.0,57.0,68.0,74.0,69.0,60.0,61.0,63.0,51.0,,28.0,20.0,20.0,19.0,22.0,19.0,16.0,20.0,12.0,,59.0,24.0,36.0,30.0,32.0,26.0,22.0,37.0,15.0,,51.0,31.0,44.0,25.0,29.0,44.0,44.0,48.0,30.0,,0.0,-3.0,-3.0,0.0,5.0,2.0,2.0,10.0,9.0,,34.0,25.0,36.0,,8.0,3.0,29.0,,28.0,15.0,42.0,,36.0,18.0,26.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blind River Beavers,Sault Ste. Marie Greyhounds,Sault Ste. Marie Greyhounds,Peterborough Petes,San Francisco Bulls,Orlando Solar Bears,Toronto Marlies,Toronto Marlies,Stockton Heat,,NOJHL,OHL,OHL,OHL,ECHL,ECHL,AHL,AHL,AHL,,Soo Greyhounds Bantam AAA,Sault Cambrian Titans Midget AA,Sault Cambrian Titans Midget AA,,NOBHL,NOHA,NOHA,,,,,,,,,,,,,,,,,,,,,
52,86,Cayuga,184,Andrew Wilson,-,L,Canada,,37653,"Mar 30, 1991",D,35.0,38.0,52.0,32.0,47.0,,,,,,8.0,1.0,1.0,4.0,3.0,,,,,,12.0,4.0,3.0,15.0,20.0,,,,,,79.0,28.0,25.0,32.0,85.0,,,,,,0.0,6.0,-18.0,2.0,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caledonia Corvairs,Kitchener Rangers,Oshawa Generals,Brantford Eagles,Brantford Eagles,,,,,,NDJCHL,OHL,OHL,GOJHL,GOJHL,,,,,,,,Welland Tigers Minor Midget AAA,,,,SCTAMM,,,,,,,,,,,,,,,,,,,,,
53,88,Rimouski,193,Dylan L,-,L,Canada,Brother: Samuel L'Italien,335698,"Jun 29, 2000",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,78,Kelowna,185,Parker Bowles,-,L,Canada,"Father: Cam Bowles
Brother: Jagger Bowles",83460,"Jan 25, 1995",LW/C,44.0,71.0,39.0,47.0,77.0,12.0,,,,,37.0,21.0,15.0,13.0,39.0,3.0,,,,,36.0,23.0,25.0,31.0,57.0,9.0,,,,,44.0,53.0,24.0,42.0,63.0,2.0,,,,,-0.0,4.0,1.0,-2.0,-8.0,0.0,,,,,,1.0,35.0,,,0.0,28.0,,,1.0,46.0,,,12.0,34.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Okanagan Rockets,Tri-City Americans,Tri-City Americans,Tri-City Americans,"Tri-City Americans 
“A”",Univ. of Calgary,,,,,BCMML,WHL,WHL,WHL,WHL,USports,,,,,,Calgary Bisons Bantam AAA,CBHA Rangers Minor Midget AAA,,,AMBHL,AMMHL,,,,,,,,,,,,,,,,,,,,,
55,82,Calgary,189,Paul Kurceba,-,L,Canada,,9361,"Feb 19, 1987",D,53.0,66.0,67.0,71.0,66.0,25.0,15.0,12.0,19.0,52.0,3.0,4.0,5.0,4.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,14.0,20.0,12.0,23.0,5.0,3.0,3.0,4.0,6.0,48.0,106.0,132.0,108.0,135.0,34.0,4.0,47.0,66.0,106.0,-11.0,-8.0,3.0,13.0,10.0,5.0,2.0,1.0,1.0,-4.0,,,25.0,19.0,,,5.0,1.0,,,8.0,10.0,,,70.0,56.0,,,0.0,0.0,,,,,,45.0,4.0,10.0,115.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Deer Rebels,Red Deer Rebels,Kootenay Ice,Kootenay Ice,Kootenay Ice,Acadia Univ.,Acadia Univ.,Acadia Univ.,Acadia Univ.,Mississippi RiverKings,WHL,WHL,WHL,WHL,WHL,USports,USports,USports,USports,SPHL,,,Calgary Royals Midget AAA,Okotoks Drillers,,,AMHL,Chinook HL,,,Huntsville Havoc,SPHL,,,,,,,,,,,,,,,,
56,98,Winnipeg,188,Jon Martin,-,R,Canada,Name also listed/spelled Jonothan Martin,101624,"Aug 23, 1995",RW/C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,92,Edmonton,188,Tyler Lewington,-,R,Canada,,88699,"Dec 05, 1994",D,44.0,69.0,68.0,69.0,46.0,72.0,71.0,67.0,16.0,,0.0,2.0,7.0,9.0,4.0,4.0,2.0,4.0,0.0,,3.0,24.0,31.0,36.0,8.0,13.0,9.0,13.0,1.0,,46.0,131.0,121.0,113.0,109.0,142.0,149.0,128.0,33.0,,7.0,14.0,40.0,25.0,4.0,16.0,-2.0,5.0,-0.0,,32.0,33.0,34.0,,1.0,7.0,4.0,,13.0,17.0,22.0,,20.0,49.0,46.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine Hat Tigers,Medicine Hat Tigers,Medicine Hat Tigers,"Medicine Hat Tigers 
“C”",Hershey Bears,Hershey Bears,Hershey Bears,"Hershey Bears 
“A”",Hershey Bears,,WHL,WHL,WHL,WHL,AHL,AHL,AHL,AHL,AHL,,Sherwood Park Flyers Bantam AAA,Sherwood Park Squires Minor Mdgt,Sherwood Park Kings Midget AAA,,AMBHL,AMMHL,AMHL,,,,,,,,,,,,,,,,,,,,,
58,97,Hamilton,193,Brandon Vuic,-,L,Canada,,193021,"Jul 06, 1995",LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,85,,185,Alex Sousa,-,R,Canada,,232301,"Feb 06, 1986",D,,32.0,24.0,16.0,,,,,,,,5.0,4.0,0.0,,,,,,,,4.0,4.0,2.0,,,,,,,,81.0,67.0,40.0,,,,,,,,0.0,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walpole Stars,Walpole Stars,Lewiston MAINEiacs,,,,,,,,EJHL,EJHL,QMJHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,84,Sherbrooke,181,Joachim Vachon,-,R,Canada,,213795,"Aug 05, 1997",LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,80,Charles,183,Danny Sylvestre,-,L,Canada,,210341,"May 26, 1994",C,,75.0,29.0,18.0,47.0,,,,,,,33.0,8.0,7.0,17.0,,,,,,,33.0,11.0,5.0,25.0,,,,,,,20.0,18.0,10.0,28.0,,,,,,,2.0,2.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanstead College,Saint-Jérôme Panthères,Saint-Jérôme Panthères,Sherbrooke Collège Cham. Cougars,,,,,,,CAHS,QJAAAHL,QJAAAHL,QJAAAHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,86,Scarborough,173,Lucas LaBelle,-,L,Canada,,30691,"Oct 02, 1988",LW,38.0,67.0,,56.0,69.0,2.0,56.0,38.0,,49.0,2.0,14.0,,10.0,11.0,0.0,14.0,7.0,,17.0,16.0,7.0,,7.0,16.0,0.0,15.0,8.0,,8.0,102.0,133.0,,105.0,84.0,0.0,95.0,50.0,,70.0,0.0,-2.0,,-1.0,0.0,0.0,10.0,3.0,,-8.0,,,46.0,55.0,,,11.0,10.0,,,11.0,8.0,,,71.0,77.0,,,0.0,-2.0,,,,,,43.0,19.0,42.0,146.0,19.0,18.0,6.0,5.0,26.0,0.0,14.0,,,4.0,,,3.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,Ajax Axemen,Cape Breton Screaming Eagles,,Lewiston MAINEiacs,Lewiston MAINEiacs,Dayton Gems,Augusta RiverHawks,Augusta RiverHawks,,Danville Dashers,OPJHL,QMJHL,,QMJHL,QMJHL,IHL,SPHL,SPHL,,FPHL,,,Ajax Axemen,Macon Mayhem,,,OPJHL,SPHL,,,Watertown Wolves,FPHL,Whitby Dunlops,ACH,Whitby Dunlops,,,ACH,,,,,,,,,,
63,67,,188,Luke St,-,R,Canada,Name also listed/spelled Luc St. Amand,94995,"Mar 30, 1994",RW,33.0,25.0,46.0,21.0,,,,,,,7.0,4.0,12.0,2.0,,,,,,,12.0,5.0,20.0,5.0,,,,,,,12.0,20.0,48.0,16.0,,,,,,,0.0,-2.0,5.0,1.0,,,,,,,,,6.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St-François Séminaire Blizzard 
“A”",Champlain St-Lawrence Lions,Victoriaville Tigres,Victoriaville Tigres,,,,,,,QMAAA,QCHL,QMJHL,QMJHL,,,,,,,,,Séminaire St-François Blizzard,,,,QMAAA,,,,,,,,,,,,,,,,,,,,,
64,77,Moskva,176,Pavel D,CSKA Moskva,L,Russia,,312822,"Apr 19, 1999",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
