,ep_id,scout_text,type
791,17500,"Bourque is a speedy winger with a sound two-way game. Has good offensive vision and a fast release on his shot. Tries to play bigger than his size, but his diminutive stature can be a hinderance.- Erik K. Piri, EP (2014)

Father: Ray Bourque
Uncle: Richard Bourque
Brother: Chris Bourque",Yes
796,35702,Brother : StÃ©phane Savoie,No
797,12571,"Uncles: Al Brown & Newell Brown
Cousin: Adam Brown",No
798,9339,"Father: Brent Suter
Uncles: Brian Sutter, Darryl Sutter, Duane Sutter, Rich Sutter, Ron Sutter
Cousins: Shaun Sutter, Brett Sutter, Brody Sutter, Luke Sutter, Riley Sutter
Brother: Merrick Sutter",No
799,11105,Twin brother: Justin Donati,No
801,168679,"Incredibly skilled offensive winger. Has a remarkably accurate shot to go along with some magic hands. Could be better defensively, but his game is based around his acute sense of what is happening on the ice in the offensive zone. All-in-all, a deadly player who possesses good size, elite-level skill, and smooth skating. (Curtis Joe, EP 2014)


Brother: Andrei Svechnikov",Yes
809,88662,Brother: Alexandre Carrier,No
811,16591,Brother: Brendan Gaunce,No
817,9331,"Corrente is a physical defenseman with an aggressive style. Has the ability to make big open-ice checks. However, he doesn't contribute much offensively and can get in penalty trouble if he doesn't watch himself.- Erik K. Piri, EP


Brother: David Corrente",Yes
820,58192,Father: John Anderson,No
821,95039,"Father: Regis Fuchs, Brother: Robin Fuchs",No
822,286680,Brother: Ben Blacker,No
824,129111,Brother: Samuel Lemay,No
825,194119,"Father: Allan Sadowy
Sister: Caitlyn Sadowy",No
826,266502,"Father: Marco Pietroniro
Brothers: Chad Pietroniro, Kris Pietroniro, Massimo Pietroniro, Phil Pietroniro",No
829,9191,"A hard working forward, Boyd can play both center and wing effectively. Is rather well-rounded, but tends to shoot more as he is not a natural playmaker. Has a lot of energy to his game. Also a good faceoff man.- Erik K. Piri, EPBrother: Jordyn Boyd",Yes
834,337777,Brother: Jake Kryski,No
835,13418,"Kelly is a big defenseman with good offensive ability. He has a hard shot and is a quality powerplay quarterback. Is a very good skater and can play forward, too. Sometimes sacrifices defense, though.- Ulf Andersson, EP",Yes
841,94469,Uncle: Doug Ast,No
844,210445,Brother: Josh McFadden,No
855,33567,Team Staff profile of Taylor Peters also available,No
856,8605,A forward capable of playing all forward positions. Has good offensive skills and works hard. A good skater. Needs to improve his defensive game and positioning. (Matias Strozyk),Yes
860,4126,Father: Leonid Trukhno,No
861,23324,"Weal is a center with very good vision and playmaking ability. Works hard all over the ice and play with a lot of intensity. His lack of size can be a problem at times.- Erik K. Piri, EP (2014)",Yes
867,361001,"Guest is an undersized forward with good all round skill. He is a good skater and a smart passer with good hands. He is good at finding the open areas and creating space for himself. (Tyler Parchem, EP 2016)",Yes
871,13667,"Brothers: James Neal, Peter Neal",No
872,45277,Father: Daniel Naud,No
875,37302,Team Staff profile of Samuel Faille also available,No
877,211402,Team Staff profile of Zack Dorval also available,No
878,101592,"Brother: Devin Potomak
Sisters: Amy Potomak & Sarah Potomak",No
882,24287,Team Staff profile of Joshua Lazowski also available,No
883,19618,Sister: Katelyn Aitcheson,No
891,37722,Brother: Darcy Haines,No
893,384285,Brother : Yohann Savinsky,No
895,95788,Appears to have been converted to a D on the 3rd game of the 2010/11 MLH season for Whitby Dunlops; and switched from #22 to #2. Listed with duplicate profiles that do not overlap games.,Yes
905,300074,"Brothers: Blake Hausinger, Christian Hausinger & Kenneth Hausinger",No
906,76324,"Brother: Pier-Olivier Hudon, Father: Sylvain Hudon",No
907,286955,Brother: Brandt Clarke,No
909,45541,Father: Victor Posa,No
921,38929,"Bergman is a good two-way defenseman, who holds a good shot. Distinct first pass. Loves the physical play. - David Enbom (2019)",Yes
922,128231,"Uncle: SÃ©bastien Laplante, Cousin: Nolan Laplante",No
923,14365,Brother: Tyler Ferry,No
926,12113,"Mitchell is a winger who always brings energy and a gritty game to the ice. Owns decent playmaking ability, but has a better shot and is more of a goal scorer. His physical style of play can lead to penalty trouble.- Erik K. Piri, EP (2010)",Yes
931,34805,"Straka is a speedy winger with fine scoring instincts. He has smooth hands, but needs to improve his overall game.- Ulf Andersson, EP",Yes
935,144239,"Passed away suddenly on April 10th, 2016 in Toronto, Ontario.",No
936,40261,"Father: Dmitri Gogolev
Brother: Pavel Gogolev",No
937,37723,Team Staff profile of Dylan King also available,No
939,19054,Brother: Jeff Schultz,No
940,33591,"A talented offensive forward who exhibits the creativity and determination to ""will the puck to the back of the net"". Possesses immense hockey-sense. Can generate scoring chances through creating and directing plays, or acting as the beneficiary, or goal scorer; displays a tantalizing, versatile and refined skillset which needs to be utilized more often. ""Manufactures goals"". Needs to work on simplifying his game, awareness and responsibility defensively, and becoming more consistent in his efforts. (Curtis Joe, EP 2014)

Family Relations
Father: Hans-Rudolf BÃ¤rtschi
Brother: Kevin BÃ¤rtschi",Yes
941,216874,"A big-bodied power forward who plays with tenacity and an edge. Relentless on the forecheck and is able to bully his way to the net with his size and speed. Has a good stick around the net and has an accurate rocket of a shot. Thinks the game well and is able to frustrate opposing players while playing physically. All-in-all, an impact player who uses his size and skill to his advantage. Gaining consistency will be integral to his future success. (Curtis Joe, EP 2014)

Brothers: Mark Bittner,Ryan Bittner",Yes
942,33660,Team Staff profile of Kyle Tarini also available,No
943,197876,"Brother: Marco Lizotte

Lizotte plays a simple but effective game. He is big, nasty and very good in his own zone. He backs down from no one and while he doesn't have much offense to his game, he still moves the play forward. Currently in his third OHL season where he adds depth to Barrie's D-core  (Tyler Parchem, EP 2015)",Yes
946,76774,Father: Daniel Poliziani,No
948,45515,Brother: Sam Ruopp,No
950,45176,Was an unofficial injury replacement assistant captain in 2012-13 for Fort McMurray Oil Barons.,Yes
951,286867,"A dangerous two-way center who stays poised, calm, and composed in all situations.  Individual puck skills are at an elite level and he is able to play a finesse role. Makes excellent decisions with the puck and showcases a well-rounded understanding of both the offensive and defensive game. Uses his size to his advantage and keeps the opposition guessing because he is able to do so many different things, including: taking it himself to the net and powering through, making a seeing-eye pass, or holding off to piggyback a possession play. He already plays a mature yet dynamic game, and that indicates success for a long time at higher levels. All-in-all, a dexterous 200-foot player who is a consistent threat every time he is on the ice. (Curtis Joe, EP 2017)

Brother: Francesco Vilardi",Yes
952,13612,"Cousins: Samuel Bitten, William Bitten

Aunt: Doris PichÃ© (external link) 

Uncle: Michael Bitten (external link)",No
971,33159,Also wore #20 with Whitby Dunlops in 2011/12,No
974,227640,Brother: Pierre-Olivier Joseph,No
977,89102,Team Staff profile of Danny Anger also available,No
979,76690,"A pretty all-round player with good leadership abilities. Plays a strong two-way game and reads the game exceptionally well. Not overly flashy, but can put up some points on the board. Good penalty killer and skater. Likes to play the body. (EP 2012)",Yes
987,232706,"Brothers: Ocean Wiesblatt, Ozzy Wiesblatt, Oasiz Wiesblatt",No
999,11326,Team Staff profile of Trevor Kell also available,No
1002,285046,Cousin: Ryan White,No
1006,9186,Brother: Greg Downie,No
1011,199906,BCMML lists birthdate as 1997-02-19.,No
1014,11535,"Kennedy is a speedy winger with a decent two-way game. He excels in a forechecking role with his energy and tenacity. Has some offensive ability, too, but is more known for his feistiness and grit, despite being kind of smallish.- Erik K. Piri, EP (2014)

Brother: Craig Kennedy",Yes
1016,120200,Brother: Cass Mappin,No
1021,128256,Brother: Marc-Olivier Brouillard,No
1022,23098,Team Staff profile of Guillaume LÃ©pine also available,No
1023,86137,"An offensively active defenceman who works a power dynamic; he is able to win battles against larger opponents through outworking them, and is able to skate with the speediest of smaller opponents. Responsible defensively, but decision making does need some work. All-in-all, an intelligent, hard-working defenceman that is constantly alert in all three zones and willing to do battle with any and all opponents. (Curtis Joe, EP 2014)

Brother: Calle Andersson, 
Father: Peter Andersson, Mother: Maritha Andersson",Yes
1029,12160,Team Staff profile of Benjamin Breault also available,No
1034,245141,Brother: Samuel Rhodes,No
1035,376443,"Brother: Joey Simoneau
Cousuin: Alexis Malette",No
1045,11112,A right-handed winger with good offensive skills. A very fast player with good creativity. Has a good passing game and hands. Needs to gain strength and develop his physicality. (Matias Strozyk),Yes
1048,37065,Brother: Aidan Critchlow,No
1050,84112,"Also wore #2, #37 & #4 for Spruce Grove Saints in 2012-13.",No
1052,59563,"Brothers: Kyle Clayton, Brett Clayton",No
1053,84742,Father: Rod Dallman,No
1054,39637,Wore #3 for first 20 or so games of 2011/12 season for Medicine Hat Tigers.,No
1057,17637,"A winger with good skating and a hard shot. Has an excellent understanding of the game and good creativity. An all-around forward who is useful on both powerplay and penalty kill. Needs to be more aggressive. (Matias Strozyk)

Father: Erich KÃ¼hnhackl
Brother: Kevin KÃ¼hnhackl",Yes
1058,147987,Team Staff profile of Justin Piquette also available,No
1060,37557,"Sister: Jennifer MacAskill
Cousin: Megan Forrest",No
1067,384443,Brother: Brandon Element,No
1068,12504,"Father: Robert MacMillan
Brother: Cole MacMillan
Uncle: Billy MacMillan",No
1074,120799,Sister: Angie Southam,No
1075,313522,"2013-14 team: Team Comcast 14U
Father: Derian Hatcher
Brother: Chase Hatcher
Uncle: Kevin Hatcher",No
1076,13573,Team Staff profile of Steven Cacciotti also available,No
1077,232612,"Schemitsch plays a good offensive game, but is a solid two way defenseman, not purely offensive. He has great size and skates well. He is very smart, too. (Tyler Parchem, EP 2015)Brother: Geoffrey Schemitsch",Yes
1083,11863,"Father: Vitali Karamnov 
Brother: Nikita Karamnov",No
1084,44789,"A skilled and speedy playmaker. Strome plays the body well and sets up plays nicely thanks to his excellent vision, hockey sense and versatile skill-set. Has added patience and combines it with his great offensive skills to open the defense up and create better plays. Has a solid shot and very good competitive spirit. Still has work to do in his defensive game and must also gain strength to handle NHL competition. (Matias Strozyk, 2012)

Brothers: Dylan Strome, Matthew Strome",Yes
